3,3,3,3,25
3,3,3,3,25
3,3,3,3,25
3,3,3,3,25
3,3,3,3,25
3,3,3,3,25
3,3,3,3,25
3,3,3,3,25
3,3,3,199,25
3,3,199,3,25
3,199,3,199,25
199,3,199,3,32
3,199,3,3,32
199,3,3,3,32
3,3,3,3,25
3,3,3,3,25
3,3,3,199,25
3,3,199,3,25
3,199,3,199,32
199,3,199,3,25
3,199,3,199,25
199,3,199,3,32
3,199,3,3,25
199,3,3,199,25
3,3,199,4,32
7,936,936,936,32
936,936,936,935,32
936,936,935,935,32
936,935,935,12,32
935,935,12,12,32
935,12,12,7,25
12,12,7,7,32
12,7,7,7,32
7,7,7,7,25
7,7,7,7,32
7,7,7,7,25
7,7,7,7,32
7,7,7,7,32
7,7,7,4,32
7,7,4,4,32
7,4,4,4,25
4,4,4,5,25
4,4,5,5,32
4,5,5,80,32
5,5,80,6,32
5,80,6,6,32
80,6,6,191,32
6,6,191,6,32
6,191,6,6,32
191,6,6,3,25
6,6,3,199,32
6,3,199,3,32
3,199,3,205,32
199,3,205,936,32
3,205,936,6,32
205,936,6,35,25
936,6,35,6,32
6,35,6,936,25
35,6,936,7,32
6,936,7,936,25
936,7,936,7,25
7,936,7,6,25
936,7,6,936,25
7,6,936,199,32
6,936,199,7,32
936,199,7,934,32
199,7,934,7,32
7,934,7,7,25
934,7,7,3,25
7,7,3,7,25
7,3,7,7,32
3,7,7,936,32
7,7,936,6,25
7,936,6,936,32
936,6,936,6,32
6,936,6,936,32
936,6,936,936,25
6,936,936,6,25
936,936,6,6,25
936,6,6,7,25
6,6,7,7,32
6,7,7,7,32
7,7,7,7,25
7,7,7,7,25
7,7,7,7,25
7,7,7,7,25
7,7,7,7,25
7,7,7,7,25
7,7,7,4,25
7,7,4,936,25
7,4,936,21,25
4,936,21,936,25
936,21,936,21,25
21,936,21,936,25
936,21,936,935,25
21,936,935,934,25
936,935,934,935,25
935,934,935,935,25
934,935,935,935,25
935,935,935,935,25
935,935,935,127,25
935,935,127,127,25
935,127,127,12,25
127,127,12,133,25
127,12,133,12,25
12,133,12,12,25
133,12,12,12,25
12,12,12,12,25
12,12,12,12,25
12,12,12,12,25
12,12,12,12,25
12,12,12,7,25
12,12,7,80,25
12,7,80,7,25
7,80,7,7,25
80,7,7,7,25
7,7,7,925,25
7,7,925,7,25
7,925,7,4,25
925,7,4,4,25
7,4,4,4,25
4,4,4,4,25
4,4,4,4,25
4,4,4,4,25
4,4,4,4,25
4,4,4,942,25
4,4,942,5,25
4,942,5,13,25
942,5,13,942,25
5,13,942,6,25
13,942,6,6,25
942,6,6,6,25
6,6,6,35,25
6,6,35,6,25
6,35,6,6,25
6,6,3,3,25
6,3,3,3,25
3,3,3,3,25
3,3,3,199,25
3,3,199,199,25
3,199,199,3,25
199,199,3,199,25
199,3,199,3,25
3,199,3,3,25
7,4,7,7,25
4,7,7,928,32
7,7,928,935,25
7,928,935,925,25
928,935,925,7,25
935,925,7,4,32
925,7,4,4,32
7,4,4,6,25
4,4,6,7,25
4,6,7,127,25
925,4,7,218,25
4,7,218,12,32
7,218,12,7,25
218,12,7,7,32
12,7,7,218,32
7,7,218,12,32
7,12,4,45,25
12,4,45,3,25
7,45,7,3,16
45,7,3,45,16
7,3,45,45,23
3,45,45,3,15
45,45,3,45,22
45,3,45,45,15
3,45,45,3,15
45,45,3,199,15
45,3,199,199,15
3,199,199,3,15
199,199,3,45,15
199,3,45,7,15
3,45,7,4,15
45,7,4,45,15
7,4,45,7,15
4,45,7,199,15
45,7,199,5,15
3,7,199,199,15
3,7,6,5,15
7,6,5,936,15
6,5,936,45,16
5,936,45,199,15
936,45,199,3,15
45,199,3,45,15
199,3,45,3,15
3,45,3,6,15
4,7,7,6,23
7,7,6,45,22
7,6,45,4,23
7,7,6,7,22
4,3,3,205,22
3,3,205,45,15
3,205,45,7,22
205,45,7,7,22
45,7,7,3,22
7,7,3,4,23
7,3,4,3,22
3,4,3,7,23
4,3,7,4,23
3,7,4,35,15
7,4,35,3,22
7,7,45,45,23
7,45,45,4,22
45,45,4,4,22
45,4,4,7,22
4,4,7,7,23
4,7,7,7,15
7,7,7,4,23
199,199,45,6,23
199,45,6,7,23
45,6,7,6,23
6,7,6,7,16
7,6,7,936,15
6,7,936,33,15
7,936,33,3,15
936,33,3,45,15
33,3,45,4,16
3,45,4,6,15
45,4,6,7,15
4,6,7,6,15
6,7,6,45,16
7,6,45,936,15
6,45,936,45,15
45,936,45,7,16
936,45,7,925,15
45,7,925,7,15
7,925,7,4,23
925,7,4,45,22
7,7,6,7,23
7,6,7,7,22
6,7,7,925,23
7,7,925,7,23
7,925,7,3,23
925,7,3,7,23
7,3,7,7,22
3,7,7,3,22
7,7,3,4,22
7,3,4,6,23
3,4,6,45,22
4,6,45,7,22
6,45,7,199,22
45,7,199,45,23
925,7,6,942,25
7,6,942,7,25
6,942,7,12,25
12,6,199,12,32
6,199,12,3,32
199,12,3,7,32
3,12,12,936,21
12,12,936,7,32
936,6,6,13,32
6,6,13,4,25
7,7,936,7,25
7,936,7,942,32
936,7,942,3,32
13,936,13,936,25
936,13,936,205,25
13,936,205,13,25
936,205,13,935,25
205,13,935,942,25
13,935,942,935,25
935,942,935,935,25
942,935,935,942,33
6,4,6,7,25
4,6,7,6,25
6,7,6,936,25
7,6,936,13,25
7,6,4,6,25
6,4,6,936,25
4,6,936,7,25
6,936,7,6,25
3,936,6,4,21
936,6,4,7,25
6,4,7,7,25
4,7,7,6,25
7,7,6,6,25
7,6,6,6,25
6,6,6,7,25
6,6,7,7,25
6,7,7,4,25
7,7,4,936,25
7,4,936,925,25
4,936,925,4,25
936,925,4,6,25
925,4,6,3,25
936,4,7,6,25
936,6,6,925,25
6,6,925,4,25
6,925,4,7,25
925,4,7,6,25
4,7,6,6,25
7,6,6,3,25
6,6,3,6,25
6,3,6,7,25
3,6,7,6,25
6,7,6,4,25
7,6,4,6,25
936,6,6,6,25
6,6,6,6,25
6,6,6,4,25
6,6,4,7,25
6,4,7,7,25
4,936,6,7,25
936,6,7,936,25
6,7,936,6,25
7,936,6,6,25
936,6,6,925,25
6,6,925,6,25
6,925,6,4,25
7,4,7,936,25
4,7,936,7,25
7,936,7,6,25
936,7,6,13,25
4,6,7,13,25
6,7,13,6,25
7,13,6,13,25
7,936,6,13,25
936,6,13,936,25
6,13,936,13,25
7,936,6,936,25
936,6,936,3,25
6,13,7,936,25
13,7,936,3,25
925,7,4,6,25
7,4,6,13,25
4,6,13,7,25
6,13,7,936,25
13,7,936,6,25
7,936,6,13,25
936,6,13,936,25
6,13,936,6,25
13,936,6,3,25
7,13,3,7,25
13,3,7,6,25
3,7,6,6,25
13,7,936,7,25
7,936,7,7,25
936,7,7,4,25
7,7,4,7,18
7,4,7,4,18
4,7,4,4,18
